Edad,Género,País de Residencia,Ciudad de Residencia (EEUU),Trabajo Autónomo,Historial Familiar,Búsqueda de Tratamiento con un Profesional,Cantidad de Empleados en la Empresa,Beneficios Dentro de Seguro Médico,Problemas de Salud Mental en Entrevista Laboral,Conocimiento de las Opciones de Cobertura por la Empresa Actual,Recursos de la Empresa Para Conocer sobre la Salud Mental y Canales de Ayuda,Facilidad de Consulta de Baja Médica en el Trabajo,Comodidad para Hablar de una Enfermedad Mental con Compañeros de Trabajo,Comodidad para Hablar de una Enfermedad Mental con un Director/Supervisor,Cobertura de Salud Mental en Seguro Médico,Beneficios de Salud Mental de Empleos Anteriores,Conocimiento de las Opciones de Ayuda por el Empleo Anterior,Protección de Anonimato Si Se Toma Ventaja de los Recursos de Tratamiento en Empleos Anteriores,Disposición de Hablar de Salud Mental con un Supervisor,Disposición para Hablar Sobre Enfermedad Mental con Familia/Amigos,Seguridad de Revelar Enfermedad Mental Debido a Comentario Sobre Salud Mental de Otra Persona,Situación Mental Actual,¿Alguna Vez Has Sido Diagnosticado con una Enfermedad Mental?,Nivel de Interferencia en el Trabajo Cuando Se Está Bajo Tratamiento,Nivel de Interferencia en el Trabajo Cuando No Se Está Bajo Tratamiento,Disposición a Revelar Enfermedad Mental a Empleados/Compañeros,Productividad Afectada Por Enfermedad Mental,Porcentaje de Tiempo Afectada Por Enfermedad Mental,¿Has Observado o Experimentado una Respuesta Insolidaria o Mal Gestionada a un Problema de Salud Mental en tu Lugar de Trabajo Actual o Anterior?,Importancia a la Salud Mental (Empresa),¿Cómo Afectó la Relación con Alguien de tu Trabajo el Haberle Contado sobre tu Enfermedad Mental?,¿Te Identificas Abiertamente en el Trabajo como una Persona con una Enfermedad Mental?,¿Tu Carrera Se Ha Visto Afectada por Tener una Enfermedad Mental?,"Si Supieran Que Padeces un Trastorno Mental, ¿Cómo Crees Que Reaccionarían los Miembros de tu Equipo/Compañeros de Trabajo?",¿Has Observado o Experimentado una Respuesta Positiva De Compañeros/Jefes al Saber que Tienes una Enfermedad Mental?,¿En qué Medida Cree que el Sector Tecnológico Apoya a los Empleados con Enfermedades Mentales?,Raza
34,Masculino,Estados Unidos,Kansas,No,Si,Si,100-500,No lo sé,No,Si,No,Difícil,Tal vez,No,No respondió,"No, ninguno lo hizo",No me ofrecieron ninguna,No lo sé,Con algunos de mis jefes anteriores,No dispuesto(a),Tal vez,Si,Si,A menudo,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Nada importante,No respondió,No,No respondió,Muy mal,No,Nada,Blanco(a)
24,Otro,Estados Unidos,Nueva Jersey,No,Si,Si,26-100,Si,Tal vez,Si,No,Fácil,Si,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,"Si, me ha pasado",Importante,No respondió,Si,No,Me apoya(n) mucho,"Si, me ha pasado",Poco,Blanco(a)
37,Masculino,Estados Unidos,Illinois,No,No,No,26-100,Si,No,Si,Si,Difícil,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,A veces,Con algunos de mis jefes anteriores,Neutral,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Poco importante,No respondió,No,No respondió,Normal,No,Nada,Blanco(a)
24,Femenino,Estados Unidos,Minnesota,No,Si,Si,26-100,No,Tal vez,No,No,Difícil,Si,Si,No respondió,No sé,Conocía muy pocas,No lo sé,"Si, con todos mis supervisores anteriores",No estoy dispuesto(a),Si,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Nada importante,No respondió,No,No respondió,Bien,Tal vez/No estoy seguro(a),Poco,Blanco(a)
46,Masculino,Estados Unidos,Pensilvania,No,No sé,Si,1-5,No elegible/Sin cobertura,No,No respondió,No,Fácil,No,No,No respondió,Algunos lo hicieron,Conocía algunas,"Si, siempre","No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),No respondió,Seguramente si,No respondió,Nunca,A veces,No respondió,No respondió,No respondió,No,Nada importante,No respondió,No,No respondió,Me entiende(n),No,Nada,Blanco(a)
31,Masculino,Estados Unidos,Wisconsin,No,No sé,Si,Más de 1000,No lo sé,No,No,No lo sé,Fácil,Tal vez,Si,No respondió,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,No,Seguramente si,No respondió,A veces,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Poco importante,No respondió,No,No respondió,Bien,Tal vez/No estoy seguro(a),Poco,Blanco(a)
35,Masculino,Estados Unidos,Texas,Si,No sé,Si,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,No,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Neutral,Si,Si,Si,A veces,A menudo,"No, influiriá negativamente",Si,1-25%,No,No respondió,No estoy seguro(a),No,No respondió,No creo que le(s) importe,No,Nada,Asiático(a)
40,Masculino,Estados Unidos,Wisconsin,No,Si,No,100-500,Si,No,Si,Si,Muy fácil,Si,Si,No respondió,Algunos lo hicieron,"Si, las conocía","Si, siempre","No, con ninguno de mis supervisores anteriores",Muy dispuesto,No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Me apoya(n) mucho,"Si, lo he visto",Nada,Blanco(a)
28,Otro,Estados Unidos,Tennessee,No,No sé,Si,6-25,Si,Tal vez,No,No,Fácil,Si,Si,No respondió,"No, ninguno lo hizo",No me ofrecieron ninguna,No lo sé,No sé,Muy dispuesto,No,Si,Si,A veces,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Me apoya(n) mucho,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
28,Masculino,Estados Unidos,Tennessee,No,Si,Si,6-25,No lo sé,No,No,No,Muy fácil,Tal vez,Tal vez,No respondió,"No, ninguno lo hizo",No me ofrecieron ninguna,No lo sé,Con algunos de mis jefes anteriores,Neutral,No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Poco importante,No respondió,No,No respondió,Bien,No,Nada,Multiracial
31,Masculino,Estados Unidos,Nueva Jersey,No,No sé,Si,100-500,Si,No,Si,No lo sé,No sé,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,"Si, siempre",Con algunos de mis jefes anteriores,Muy dispuesto,No respondió,Si,Si,No tengo una enfermedad mental,A menudo,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Me apoya(n),No,Más o menos,No respondió
27,Masculino,Estados Unidos,Tennessee,No,No sé,No,6-25,Si,Si,Si,Si,Fácil,Si,Si,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Seguramente si,No respondió,A veces,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Nada importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Poco,Blanco(a)
35,Masculino,Estados Unidos,Tennessee,No,No sé,Si,Más de 1000,Si,No,Si,No,No sé,Si,No,No respondió,Algunos lo hicieron,"Si, las conocía","Si, siempre",Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Medianamente importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Poco,Blanco(a)
