Edad,Género,País de Residencia,Ciudad de Residencia (EEUU),Trabajo Autónomo,Antecedente Heredofamiliar,Búsqueda de Tratamiento con un Profesional,Cantidad de Empleados en la Empresa,Beneficios Dentro de Seguro Médico,Problemas de Salud Mental en Entrevista Laboral,Conocimiento de las Opciones de Cobertura por la Empresa Actual,Recursos de la Empresa Para Conocer sobre la Salud Mental y Canales de Ayuda,Facilidad de Consulta de Baja Médica en el Trabajo,Comodidad para Hablar de una Enfermedad Mental con Compañeros de Trabajo,Comodidad para Hablar de una Enfermedad Mental con un Director/Supervisor,Cobertura de Salud Mental en Seguro Médico,Beneficios de Salud Mental de Empleos Anteriores,Conocimiento de las Opciones de Ayuda por el Empleo Anterior,Protección de Anonimato Si Se Toma Ventaja de los Recursos de Tratamiento en Empleos Anteriores,Disposición de Hablar de Salud Mental con un Supervisor,Disposición para Hablar Sobre Enfermedad Mental con Familia/Amigos,Seguridad de Revelar Enfermedad Mental Debido a Comentario Sobre Salud Mental de Otra Persona,Situación Mental Actual,¿Alguna Vez Has Sido Diagnosticado con una Enfermedad Mental?,Nivel de Interferencia en el Trabajo Cuando Se Está Bajo Tratamiento,Nivel de Interferencia en el Trabajo Cuando No Se Está Bajo Tratamiento,Disposición a Revelar Enfermedad Mental a Empleados/Compañeros,Productividad Afectada Por Enfermedad Mental,Porcentaje de Tiempo Afectada Por Enfermedad Mental,¿Has Observado o Experimentado una Respuesta Insolidaria o Mal Gestionada a un Problema de Salud Mental en tu Lugar de Trabajo Actual o Anterior?,Importancia a la Salud Mental (Empresa),¿Cómo Afectó la Relación con Alguien de tu Trabajo el Haberle Contado sobre tu Enfermedad Mental?,¿Te Identificas Abiertamente en el Trabajo como una Persona con una Enfermedad Mental?,¿Tu Carrera Se Ha Visto Afectada por Tener una Enfermedad Mental?,"Si Supieran Que Padeces un Trastorno Mental, ¿Cómo Crees Que Reaccionarían los Miembros de tu Equipo/Compañeros de Trabajo?",¿Has Observado o Experimentado una Respuesta Positiva De Compañeros/Jefes al Saber que Tienes una Enfermedad Mental?,¿En qué Medida Cree que el Sector Tecnológico Apoya a los Empleados con Enfermedades Mentales?,Raza
27,Masculino,Estados Unidos,Ohio,No,No,Si,1-5,No,No,No,No,Fácil,No,Si,No respondió,"No, ninguno lo hizo",Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,Tal vez,Si,Si,A veces,A veces,No respondió,No respondió,No respondió,No,Algo importante,No respondió,No,No respondió,Bien,"Si, lo he visto",Más o menos,Blanco(a)
42,Otro,Estados Unidos,Ohio,No,No sé,Si,100-500,Si,No,Si,Si,Difícil,Tal vez,No,No respondió,"Si, todos lo hicieron","Si, las conocía","Si, siempre","No, con ninguno de mis supervisores anteriores",Dispuesto(a),No,Seguramente si,No respondió,A veces,A veces,No respondió,No respondió,No respondió,No,Poco importante,No respondió,No,No respondió,Bien,Tal vez/No estoy seguro(a),Nada,Blanco(a)
49,Masculino,Estados Unidos,Minnesota,No,No,Si,100-500,Si,No,Si,Si,No sé,Tal vez,Si,No respondió,"Si, todos lo hicieron",Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Seguramente si,No respondió,A veces,A veces,No respondió,No respondió,No respondió,No,Importante,No respondió,No,No respondió,Me entiende(n),Tal vez/No estoy seguro(a),Lo suficiente,Blanco(a)
40,Masculino,Estados Unidos,Indiana,No,No sé,Si,26-100,Si,Tal vez,No,No lo sé,Más o menos,Tal vez,Si,No respondió,"Si, todos lo hicieron",Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No respondió,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,No,Algo importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Nada,Blanco(a)
26,Otro,Estados Unidos,Minnesota,No,Si,Si,100-500,Si,No,Si,Si,Muy fácil,Tal vez,Si,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,"Si, me ha pasado",Importante,No respondió,No,No respondió,Bien,"Si, me ha pasado",Lo suficiente,Blanco(a)
29,Masculino,Estados Unidos,Texas,No,Si,Si,500-1000,Si,No,Si,Si,Fácil,Si,Si,No respondió,Algunos lo hicieron,Conocía algunas,A veces,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Algo importante,No respondió,No,No respondió,Bien,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
39,Femenino,Estados Unidos,Indiana,No,Si,No,26-100,Si,Tal vez,Si,No lo sé,Difícil,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No,"No, con ninguno de mis supervisores anteriores",Dispuesto(a),No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Importante,No respondió,No,No respondió,No creo que le(s) importe,"Si, lo he visto",Más o menos,Blanco(a)
40,Masculino,Estados Unidos,Illinois,No,Si,Si,Más de 1000,Si,No,Si,No lo sé,Difícil,Tal vez,Si,No respondió,"Si, todos lo hicieron","Si, las conocía","Si, siempre",Con algunos de mis jefes anteriores,No estoy dispuesto(a),Si,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Indiferente,No,Más o menos,Blanco(a)
50,Masculino,Estados Unidos,Indiana,No,No,No,26-100,No lo sé,No,No,No lo sé,Más o menos,No,Tal vez,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,No estoy dispuesto(a),Si,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Importante,No respondió,No,No respondió,Indiferente,Tal vez/No estoy seguro(a),Más o menos,Prefiero no responder
35,Masculino,Estados Unidos,Indiana,No,No,Si,Más de 1000,Si,Tal vez,Si,Si,Fácil,Tal vez,Tal vez,No respondió,No sé,Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,No,Si,Si,Nunca,Raramente,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,Bien,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
35,Otro,Estados Unidos,Indiana,No,Si,Si,26-100,Si,No,Si,No lo sé,Fácil,No,No,No respondió,Algunos lo hicieron,Conocía algunas,A veces,Con algunos de mis jefes anteriores,Dispuesto(a),No,Si,Si,Raramente,A veces,No respondió,No respondió,No respondió,"Si, me ha pasado",Medianamente importante,No respondió,No,No respondió,Normal,"Si, lo he visto",Más o menos,Blanco(a)
36,Masculino,Estados Unidos,Indiana,No,No sé,No,26-100,No lo sé,No,No,No,Muy fácil,No,Si,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Sumamente importante,No respondió,No,No respondió,Muy bien,"Si, lo he visto",Lo suficiente,Blanco(a)
50,Femenino,Estados Unidos,Indiana,No,No sé,No,26-100,Si,No,No,No lo sé,No sé,Tal vez,Si,No respondió,"No, ninguno lo hizo",Conocía muy pocas,A veces,Con algunos de mis jefes anteriores,Neutral,Si,No,No respondió,A veces,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Medianamente importante,No respondió,No,No respondió,No creo que le(s) importe,No,Más o menos,Blanco(a)
47,Otro,Estados Unidos,Indiana,No,No,No,26-100,No lo sé,No,No,No lo sé,No sé,Si,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,"Si, siempre","No, con ninguno de mis supervisores anteriores",Neutral,No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Muy bien,No,Poco,Blanco(a)
30,Masculino,Estados Unidos,Indiana,No,No,No,26-100,Si,No,No,No,Más o menos,Tal vez,Tal vez,No respondió,No respondió,No respondió,No respondió,No respondió,Dispuesto(a),No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,"Si, me ha pasado",Algo importante,No respondió,No,No respondió,Normal,No,Más o menos,Blanco(a)
30,Masculino,Estados Unidos,Illinois,No,Si,Si,100-500,Si,No,No,Si,Fácil,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,"Si, siempre",Con algunos de mis jefes anteriores,Dispuesto(a),No respondió,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Algo importante,No respondió,No,No respondió,No creo que le(s) importe,Tal vez/No estoy seguro(a),Poco,Blanco(a)
32,Masculino,Estados Unidos,Maryland,No,Si,Si,100-500,Si,No,Si,Si,No sé,Si,Si,No respondió,No respondió,No respondió,No respondió,No respondió,Neutral,No,Si,Si,A menudo,A menudo,No respondió,No respondió,No respondió,No,Muy poco importante,No respondió,No,No respondió,Sin comentarios,No,Poco,Blanco(a)
38,No respondió,Estados Unidos,Washington,No,Si,Si,100-500,Si,No,Si,Si,Muy fácil,Tal vez,Tal vez,No respondió,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,No,Si,Si,Raramente,A veces,No respondió,No respondió,No respondió,No,Sumamente importante,No respondió,No,No respondió,Normal,No,Lo suficiente,Blanco(a)
38,Masculino,Estados Unidos,Illinois,No,Si,Si,26-100,No lo sé,No,No,No,Más o menos,Si,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Normal,No,Más o menos,Blanco(a)
38,Masculino,Estados Unidos,Illinois,No,Si,Si,100-500,Si,Tal vez,Si,No lo sé,Más o menos,Tal vez,Si,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Dispuesto(a),Tal vez,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
26,Femenino,Estados Unidos,Massachusetts,No,No,No,Más de 1000,Si,No,Si,Si,Más o menos,Tal vez,Si,No respondió,"Si, todos lo hicieron",Conocía algunas,"Si, siempre","Si, con todos mis supervisores anteriores",Neutral,No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Importante,No respondió,No,No respondió,Muy bien,"Si, lo he visto",Más o menos,Blanco(a)
45,Otro,Estados Unidos,California,No,Si,Si,Más de 1000,Si,No,Si,No,Difícil,No,No,No respondió,"Si, todos lo hicieron","Si, las conocía",No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,Si,Si,Si,A menudo,A menudo,No respondió,No respondió,No respondió,"Si, me ha pasado",Nada importante,No respondió,No,No respondió,Mal,No,Nada,Blanco(a)
37,Femenino,Estados Unidos,Illinois,No,No,No,500-1000,Si,No,Si,Si,Fácil,No,Tal vez,No respondió,Algunos lo hicieron,"No, las conocí después",A veces,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,Tal vez,Seguramente si,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Normal,"Si, me ha pasado",Nada,Negro(a) o Afroamericano(a)
24,Femenino,Estados Unidos,Illinois,No,Si,Si,100-500,No lo sé,No,No,No lo sé,No sé,Tal vez,No,No respondió,"No, ninguno lo hizo","Si, las conocía","Si, siempre",Con algunos de mis jefes anteriores,Muy dispuesto,Tal vez,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,No,Muy importante,No respondió,No,No respondió,No creo que le(s) importe,No,Lo suficiente,Blanco(a)
33,Femenino,Estados Unidos,Michigan,No,Si,Si,100-500,Si,No,Si,Si,Fácil,Tal vez,Si,No respondió,Algunos lo hicieron,Conocía algunas,A veces,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Muy importante,No respondió,No,No respondió,Me entiende(n),"Si, lo he visto",Más o menos,Blanco(a)
35,Otro,Estados Unidos,Tennessee,No,Si,No,100-500,Si,No,Si,Si,No sé,Tal vez,Si,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Dispuesto(a),Tal vez,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,"Si, lo he visto",Medianamente importante,No respondió,No,No respondió,Sin comentarios,Tal vez/No estoy seguro(a),Lo suficiente,Blanco(a)
44,Masculino,Estados Unidos,Dakota del Sur,No,Si,Si,100-500,Si,Si,Si,Si,Más o menos,Si,Si,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,"Si, con todos mis supervisores anteriores",Muy dispuesto,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Importante,No respondió,No,No respondió,Me entiende(n),"Si, me ha pasado",Más o menos,Blanco(a)
27,Otro,Estados Unidos,Massachusetts,No,Si,Si,100-500,No lo sé,No,No,No,Más o menos,Si,Si,No respondió,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,No,Si,Si,A menudo,Raramente,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Me apoya(n),"Si, lo he visto",Más o menos,Blanco(a)
33,Masculino,Estados Unidos,Michigan,No,No,No,100-500,Si,No,No,Si,Muy fácil,Tal vez,No,No respondió,No sé,Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,"Si, lo he visto",Medianamente importante,No respondió,No,No respondió,Indiferente,No,Poco,Blanco(a)
28,Femenino,Estados Unidos,California,No,No,No,100-500,No lo sé,No,No,No,Muy fácil,Tal vez,Tal vez,No respondió,"No, ninguno lo hizo",No me ofrecieron ninguna,No lo sé,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Algo importante,No respondió,No,No respondió,No creo que le(s) importe,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
35,Masculino,Estados Unidos,Indiana,No,Si,Si,Más de 1000,Si,Tal vez,Si,No lo sé,No sé,Tal vez,Tal vez,No respondió,"Si, todos lo hicieron",Conocía algunas,A veces,Con algunos de mis jefes anteriores,Muy dispuesto,Tal vez,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Bien,Tal vez/No estoy seguro(a),Lo suficiente,Blanco(a)
23,Masculino,Estados Unidos,Carolina del Sur,No,No,Si,Más de 1000,Si,No,Si,Si,Difícil,Tal vez,Si,No respondió,No respondió,No respondió,No respondió,No respondió,Dispuesto(a),No,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Moderadamente importante,No respondió,No,No respondió,Bien,"Si, me ha pasado",Más o menos,Blanco(a)
33,Masculino,Estados Unidos,Michigan,No,Si,Si,100-500,Si,Tal vez,No,Si,Muy fácil,Si,Si,No respondió,"Si, todos lo hicieron",Conocía algunas,"Si, siempre","No, con ninguno de mis supervisores anteriores",Muy dispuesto,Tal vez,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Importante,No respondió,Si,No,Me apoya(n) mucho,"Si, me ha pasado",Mucho,Blanco(a)
21,No respondió,Estados Unidos,Illinois,No,No sé,Si,6-25,No lo sé,No,No,No,Difícil,Si,Si,No respondió,"No, ninguno lo hizo",Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,Si,Seguramente si,No respondió,A veces,A veces,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,No creo que le(s) importe,"Si, me ha pasado",Más o menos,Blanco(a)
67,Otro,Estados Unidos,California,Si,No,Si,No respondió,No respondió,Tal vez,No respondió,No respondió,No respondió,No respondió,No respondió,Si,Algunos lo hicieron,"Si, las conocía",No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,Tal vez,Seguramente si,No respondió,A menudo,A veces,"Depende, si me lo preguntan",Si,26-50%,"Si, me ha pasado",No respondió,Cambió negativamente,No,No respondió,Indiferente,Tal vez/No estoy seguro(a),Poco,Blanco(a)
36,Masculino,Estados Unidos,Texas,No,No sé,Si,Más de 1000,Si,Tal vez,No,No lo sé,Difícil,Tal vez,No,No respondió,Algunos lo hicieron,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Dispuesto(a),Si,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
57,Masculino,Estados Unidos,Indiana,No,No sé,No,Más de 1000,Si,No,No,Si,Fácil,Tal vez,Si,No respondió,No respondió,No respondió,No respondió,No respondió,Neutral,No,Seguramente si,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Muy importante,No respondió,No,No respondió,Bien,"Si, lo he visto",Más o menos,Blanco(a)
38,Otro,Estados Unidos,Indiana,No,No sé,No,6-25,No lo sé,No,No,No,No sé,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Neutral,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Moderadamente importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
27,Otro,Estados Unidos,California,No,Si,Si,100-500,Si,Tal vez,No,No,Fácil,Si,Si,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,Tal vez,Seguramente si,No respondió,A veces,A veces,No respondió,No respondió,No respondió,No,Importante,No respondió,No,No respondió,Me entiende(n),No,Más o menos,No respondió
36,Masculino,Estados Unidos,California,No,No,Si,Más de 1000,Si,No,No,Si,Más o menos,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,No estoy dispuesto(a),No,Seguramente si,No respondió,Raramente,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Normal,"Si, lo he visto",Más o menos,Blanco(a)
37,Otro,Estados Unidos,Missouri,No,No sé,No,26-100,No lo sé,Tal vez,No,No,Muy fácil,Tal vez,Tal vez,No respondió,No sé,Conocía muy pocas,No lo sé,No sé,Neutral,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Moderadamente importante,No respondió,No,No respondió,Bien,No,Más o menos,Blanco(a)
26,Otro,Estados Unidos,Massachusetts,No,Si,Si,100-500,Si,No,Si,No lo sé,Muy fácil,Tal vez,No,No respondió,No respondió,No respondió,No respondió,No respondió,Dispuesto(a),Tal vez,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Algo importante,No respondió,No,No respondió,Muy bien,Tal vez/No estoy seguro(a),Poco,Blanco(a)
51,Femenino,Estados Unidos,Oregon,No,No sé,Si,100-500,Si,No,Si,Si,Fácil,Tal vez,Si,No respondió,Algunos lo hicieron,Conocía algunas,"Si, siempre",Con algunos de mis jefes anteriores,Dispuesto(a),Tal vez,Seguramente si,No respondió,Raramente,A veces,No respondió,No respondió,No respondió,"Si, me ha pasado",Muy importante,No respondió,No,No respondió,Muy bien,"Si, lo he visto",Más o menos,Blanco(a)
33,Otro,Estados Unidos,Maryland,No,No,No,26-100,Si,No,Si,No,No sé,Si,Si,No respondió,"Si, todos lo hicieron",Conocía algunas,No lo sé,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),Si,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,"Si, me ha pasado",Importante,No respondió,No,No respondió,Me entiende(n),"Si, lo he visto",Más o menos,Blanco(a)
27,Masculino,Estados Unidos,Illinois,No,Si,Si,100-500,Si,No,Si,No,Más o menos,Si,Tal vez,No respondió,Algunos lo hicieron,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,Si,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,"Si, me ha pasado",Algo importante,No respondió,Si,No,Me apoya(n),"Si, me ha pasado",Lo suficiente,Blanco(a)
42,Masculino,Estados Unidos,Illinois,No,No sé,No,6-25,Si,No,No,No lo sé,Difícil,No,No,No respondió,No sé,Conocía muy pocas,A veces,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),Tal vez,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,"Si, me ha pasado",Moderadamente importante,No respondió,No,No respondió,Indiferente,No,Poco,Blanco(a)
31,Femenino,Estados Unidos,California,No,No,Si,Más de 1000,Si,No,Si,Si,Muy fácil,No,Si,No respondió,Algunos lo hicieron,"No, las conocí después",No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,No,No respondió,A menudo,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Muy importante,No respondió,No,No respondió,Me entiende(n),"Si, lo he visto",Más o menos,Blanco(a)
42,Masculino,Estados Unidos,Texas,No,No sé,Si,26-100,No,No,No,No,Fácil,Tal vez,Si,No respondió,"No, ninguno lo hizo",No me ofrecieron ninguna,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,Raramente,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Poco importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Poco,Blanco(a)
